C.O.;Desc. C.O.;REF_Combinada;Nro documento;Fecha;Cantidad inv.;Suma de Vlr_Bruto;Suma de Vlr_Subtotal
201;PUNTO DE VENTA POBLADO;XA0645:00009:;FVP-00001955;11/06/2020;1;929799;464899
903;PAGINA WEB FIOTTI;XA0538:00061:;FVP-00001955;22/09/2020;1;1074286;537075
903;PAGINA WEB FIOTTI;XC0024:00061:;FVP-00001955;22/09/2020;1;186157;92706
201;PUNTO DE VENTA POBLADO;XA0798:00001:;FVP-00001956;11/06/2020;4;492267;246134
201;PUNTO DE VENTA POBLADO;XA0799:00046:;FVP-00001956;11/06/2020;2;246134;123067
903;PAGINA WEB FIOTTI;XC0029:00141:;FVP-00001956;22/09/2020;1;262691;131025
201;PUNTO DE VENTA POBLADO;XA0187:00005:;FVP-00001957;11/06/2020;1;872592;436296
201;PUNTO DE VENTA POBLADO;XA0369:00046:;FVP-00001957;11/06/2020;4;656248;328124
201;PUNTO DE VENTA POBLADO;XA0712:00028:;FVP-00001957;11/06/2020;1;760170;380085
903;PAGINA WEB FIOTTI;D00904:00396:00396;FVP-00001957;22/09/2020;1;619522;402689
201;PUNTO DE VENTA POBLADO;D00068:00130:00130;FVP-00001958;11/06/2020;1;1274654;637327
903;PAGINA WEB FIOTTI;XC0026:00141:;FVP-00001958;23/09/2020;1;294454;134386
201;PUNTO DE VENTA POBLADO;XA0347:00009:;FVP-00001959;12/06/2020;1;2389128;1194564
903;PAGINA WEB FIOTTI;XC0027:00141:;FVP-00001959;23/09/2020;1;226611;102790
201;PUNTO DE VENTA POBLADO;XC0013:00029:;FVP-00001960;12/06/2020;1;1954751;977375
903;PAGINA WEB FIOTTI;D00935:00048:00048;FVP-00001960;23/09/2020;1;603698;301849
903;PAGINA WEB FIOTTI;XC0120:00002:;FVP-00001961;24/09/2020;1;1553257;709177
903;PAGINA WEB FIOTTI;D00008:00120:00120;FVP-00001963;24/09/2020;1;353466;208462
903;PAGINA WEB FIOTTI;D00054:00011:;FVP-00001963;24/09/2020;1;659641;389034
903;PAGINA WEB FIOTTI;XC0083:00046:;FVP-00001964;24/09/2020;1;692944;450414
903;PAGINA WEB FIOTTI;XC0024:00061:;FVP-00001965;24/09/2020;1;186157;92706
903;PAGINA WEB FIOTTI;D00043:00134:00134;FVP-00001966;25/09/2020;2;266218;133109
903;PAGINA WEB FIOTTI;D00935:00134:00134;FVP-00001966;25/09/2020;1;603698;301849
903;PAGINA WEB FIOTTI;XC0024:00061:;FVP-00001967;25/09/2020;1;203912;92706
903;PAGINA WEB FIOTTI;XC0023:00061:;FVP-00001968;25/09/2020;2;455053;227092
903;PAGINA WEB FIOTTI;XC0083:00046:;FVP-00001969;26/09/2020;1;692945;335378
903;PAGINA WEB FIOTTI;D00008:00120:00120;FVP-00001970;26/09/2020;1;377081;229177
903;PAGINA WEB FIOTTI;XA0813:00001:;FVP-00001971;29/09/2020;1;670925;335462
903;PAGINA WEB FIOTTI;XZ0529:00007:;FVP-00001973;30/09/2020;1;222813;79933
903;PAGINA WEB FIOTTI;XC0029:00141:;FVP-00001975;30/09/2020;2;575417;262050
903;PAGINA WEB FIOTTI;XC0029:00141:;FVP-00001978;30/09/2020;1;287708;131025
903;PAGINA WEB FIOTTI;XA0268:00049:;FVP-00001979;30/09/2020;1;202598;100772
903;PAGINA WEB FIOTTI;XC0024:00061:;FVP-00001982;30/09/2020;1;203912;92706
903;PAGINA WEB FIOTTI;D00533:00132:00132;FVP-00001983;30/09/2020;1;1467477;894050
903;PAGINA WEB FIOTTI;XC0030:00005:;FVP-00001984;30/09/2020;1;294454;134386
903;PAGINA WEB FIOTTI;XA0538:00061:;FVP-00001985;30/09/2020;1;1176355;537075
903;PAGINA WEB FIOTTI;XC0025:00141:;FVP-00001986;30/09/2020;1;233358;106151
903;PAGINA WEB FIOTTI;D00051:00103:00103;FVP-00001987;30/09/2020;1;1299890;844929
903;PAGINA WEB FIOTTI;D00008:00120:00120;FVP-00001988;1/10/2020;1;353466;208474
903;PAGINA WEB FIOTTI;D00054:00011:;FVP-00001988;1/10/2020;1;659640;389056
903;PAGINA WEB FIOTTI;XC0021:00029:;FVP-00001990;1/10/2020;1;2904398;1471530
903;PAGINA WEB FIOTTI;XA0384:00005:;FVP-00001991;1/10/2020;2;475530;307762
903;PAGINA WEB FIOTTI;D00008:00120:00120;FVP-00001992;2/10/2020;1;353466;229177
903;PAGINA WEB FIOTTI;XC0030:00005:;FVP-00001993;3/10/2020;2;537794;268886
903;PAGINA WEB FIOTTI;D00964:00115:00115;FVP-00001994;5/10/2020;1;1263457;631194
903;PAGINA WEB FIOTTI;D01318:00115:00115;FVP-00001994;5/10/2020;1;516096;335462
903;PAGINA WEB FIOTTI;D01167:00072:00072;FVP-00001995;5/10/2020;1;1393110;905522
903;PAGINA WEB FIOTTI;XZ0714:00009:;FVP-00001997;5/10/2020;4;904272;179950
903;PAGINA WEB FIOTTI;XA0401:00026:;FVP-00001998;5/10/2020;1;682781;416067
903;PAGINA WEB FIOTTI;XA0530:00001:;FVP-00001999;6/10/2020;1;1578684;994255
903;PAGINA WEB FIOTTI;XC0120:00002:;FVP-00002000;6/10/2020;1;1418487;921591
903;PAGINA WEB FIOTTI;XA0645:00009:;FVP-00002001;6/10/2020;1;929799;489632
903;PAGINA WEB FIOTTI;XZ0714:00009:;FVP-00002002;6/10/2020;4;904272;179950
903;PAGINA WEB FIOTTI;D00530:00058:00058;FVP-00002003;6/10/2020;1;1477647;738823
903;PAGINA WEB FIOTTI;D00530:00058:00058;FVP-00002004;6/10/2020;1;1618036;738756
903;PAGINA WEB FIOTTI;D00527:00120:00120;FVP-00002005;7/10/2020;1;2418555;1209278
903;PAGINA WEB FIOTTI;D00530:00058:00058;FVP-00002006;7/10/2020;1;1618036;738756
903;PAGINA WEB FIOTTI;XZ0657:00001:;FVP-00002007;8/10/2020;1;543457;94050
903;PAGINA WEB FIOTTI;XC0043:00042:;FVP-00002008;8/10/2020;1;942265;430185
903;PAGINA WEB FIOTTI;XC0101:00046:;FVP-00002008;8/10/2020;1;1087596;662790
903;PAGINA WEB FIOTTI;XZ0506:00001:;FVP-00002009;8/10/2020;6;962730;584470
903;PAGINA WEB FIOTTI;XA0814:00009:;FVP-00002010;9/10/2020;1;670925;335462
903;PAGINA WEB FIOTTI;XC0023:00061:;FVP-00002011;14/10/2020;1;227526;92694
903;PAGINA WEB FIOTTI;XZ0843:00043:;FVP-00002012;15/10/2020;2;416902;72322
903;PAGINA WEB FIOTTI;BR0021:00159:;FVP-00002013;15/10/2020;1;103530;67294
903;PAGINA WEB FIOTTI;XA0673:00001:;FVP-00002014;15/10/2020;1;738151;369002
903;PAGINA WEB FIOTTI;D00526:00118:00118;FVP-00002015;16/10/2020;1;2418555;1209278
903;PAGINA WEB FIOTTI;XA0645:00009:;FVP-00002016;20/10/2020;1;929800;464435
903;PAGINA WEB FIOTTI;XC0019:00118:;FVP-00002017;20/10/2020;1;2249416;1733042
903;PAGINA WEB FIOTTI;XC0083:00046:;FVP-00002018;20/10/2020;1;758834;346151
903;PAGINA WEB FIOTTI;BR0020:00001:;FVP-00002019;20/10/2020;1;113378;51698
903;PAGINA WEB FIOTTI;XA0732:00029:;FVP-00002019;20/10/2020;1;283165;129008
903;PAGINA WEB FIOTTI;BR0004:00193:;FVP-00002022;20/10/2020;1;630144;287664
903;PAGINA WEB FIOTTI;XC0023:00061:;FVP-00002023;20/10/2020;1;203906;92706
903;PAGINA WEB FIOTTI;XA0672:00009:;FVP-00002025;20/10/2020;1;808288;369008
903;PAGINA WEB FIOTTI;XA0535:00065:;FVP-00002026;20/10/2020;1;338634;154554
903;PAGINA WEB FIOTTI;XA0538:00061:;FVP-00002027;21/10/2020;1;1176355;537075
903;PAGINA WEB FIOTTI;XA0789:00029:;FVP-00002027;21/10/2020;3;428063;195429
903;PAGINA WEB FIOTTI;XA0791:00005:;FVP-00002027;21/10/2020;1;142687;65142
903;PAGINA WEB FIOTTI;XC0061:00051:;FVP-00002028;21/10/2020;1;551614;251362
903;PAGINA WEB FIOTTI;XC0087:00034:;FVP-00002028;21/10/2020;1;207349;94050
903;PAGINA WEB FIOTTI;XA0679-1:00109:;FVP-00002029;21/10/2020;1;955515;436235
903;PAGINA WEB FIOTTI;D00527:00118:00118;FVP-00002030;21/10/2020;1;2648432;1208672
903;PAGINA WEB FIOTTI;XC0119:00011:;FVP-00002031;21/10/2020;1;1340886;611698
903;PAGINA WEB FIOTTI;BR0019:00160:;FVP-00002033;21/10/2020;1;162036;98756
903;PAGINA WEB FIOTTI;XA0679-1:00109:;FVP-00002034;21/10/2020;1;955515;436235
903;PAGINA WEB FIOTTI;BR0005:00193:;FVP-00002035;21/10/2020;1;217236;98756
903;PAGINA WEB FIOTTI;BR0031:00198:;FVP-00002036;21/10/2020;1;571253;260773
903;PAGINA WEB FIOTTI;BR0025:00001:;FVP-00002037;21/10/2020;1;253243;115563
903;PAGINA WEB FIOTTI;XC0083:00046:;FVP-00002040;21/10/2020;1;758834;346151
903;PAGINA WEB FIOTTI;XA0679-1:00109:;FVP-00002041;21/10/2020;1;955515;436235
903;PAGINA WEB FIOTTI;XA0237:00005:;FVP-00002042;22/10/2020;1;1102724;503462
903;PAGINA WEB FIOTTI;D00963:00106:00106;FVP-00002043;22/10/2020;1;1230914;561950
903;PAGINA WEB FIOTTI;XC0059:00046:;FVP-00002043;22/10/2020;2;466715;212302
903;PAGINA WEB FIOTTI;XA0541:00026:;FVP-00002044;22/10/2020;1;667074;304470
903;PAGINA WEB FIOTTI;XC0023:00061:;FVP-00002045;22/10/2020;2;498366;227092
903;PAGINA WEB FIOTTI;BR0029:00197:;FVP-00002046;22/10/2020;1;176685;80605
903;PAGINA WEB FIOTTI;BR0033:00198:;FVP-00002046;22/10/2020;1;217909;99429
903;PAGINA WEB FIOTTI;XC0025:00141:;FVP-00002046;22/10/2020;1;233358;106151
903;PAGINA WEB FIOTTI;XA0670:00040:;FVP-00002047;22/10/2020;1;1405443;641278
105;PUNTO DE VENTA PLAZA CENTRAL;XA0566:00009:;FVP-00002048;4/01/2019;1;472646;472646
903;PAGINA WEB FIOTTI;XA0534:00040:;FVP-00002048;22/10/2020;1;1432586;654050
105;PUNTO DE VENTA PLAZA CENTRAL;XA0369:00046:;FVP-00002049;4/01/2019;1;164062;106640
903;PAGINA WEB FIOTTI;BR0025:00001:;FVP-00002049;22/10/2020;1;253243;115563
903;PAGINA WEB FIOTTI;XC0027:00141:;FVP-00002049;22/10/2020;1;226611;102790
105;PUNTO DE VENTA PLAZA CENTRAL;XY0027:00005:;FVP-00002050;8/01/2019;1;1429433;929131
105;PUNTO DE VENTA PLAZA CENTRAL;XA0436:00024:;FVP-00002051;8/01/2019;1;91005;91005
903;PAGINA WEB FIOTTI;XA0789:00029:;FVP-00002051;22/10/2020;6;856126;390858
903;PAGINA WEB FIOTTI;XY0141:00005:;FVP-00002052;22/10/2020;1;485862;221782
903;PAGINA WEB FIOTTI;XC0023:00061:;FVP-00002053;22/10/2020;2;498366;227092
903;PAGINA WEB FIOTTI;XA0679-1:00109:;FVP-00002054;22/10/2020;1;955515;436235
105;PUNTO DE VENTA PLAZA CENTRAL;XA0347:00009:;FVP-00002055;11/01/2019;1;2068509;2068509
903;PAGINA WEB FIOTTI;XA0733:00009:;FVP-00002055;22/10/2020;1;283165;129008
903;PAGINA WEB FIOTTI;XC0023:00061:;FVP-00002055;22/10/2020;1;203906;92706
903;PAGINA WEB FIOTTI;XC0031:00001:;FVP-00002055;22/10/2020;1;996603;455058
903;PAGINA WEB FIOTTI;XA0551:00029:;FVP-00002056;22/10/2020;1;735044;335395
105;PUNTO DE VENTA PLAZA CENTRAL;XA0369:00046:;FVP-00002057;11/01/2019;1;164062;164062
903;PAGINA WEB FIOTTI;XC0024:00061:;FVP-00002057;22/10/2020;1;203912;92706
903;PAGINA WEB FIOTTI;XA0538:00061:;FVP-00002058;22/10/2020;1;1176355;537075
903;PAGINA WEB FIOTTI;XC0120:00002:;FVP-00002060;22/10/2020;1;1553257;709177
903;PAGINA WEB FIOTTI;BR0025:00001:;FVP-00002061;23/10/2020;1;253243;115563
903;PAGINA WEB FIOTTI;D00140:00021:;FVP-00002062;24/10/2020;1;318969;145142
903;PAGINA WEB FIOTTI;XA0237:00005:;FVP-00002064;27/10/2020;1;1141043;301782
903;PAGINA WEB FIOTTI;XA0538:00061:;FVP-00002065;27/10/2020;1;1196793;429513
105;PUNTO DE VENTA PLAZA CENTRAL;XZ0613:00003:;FVP-00002066;14/01/2019;1;300793;75198
903;PAGINA WEB FIOTTI;BR0002:00193:;FVP-00002066;27/10/2020;1;332746;151866
903;PAGINA WEB FIOTTI;BR0013:00194:;FVP-00002066;27/10/2020;1;297834;181446
903;PAGINA WEB FIOTTI;XA0679-1:00109:;FVP-00002066;27/10/2020;1;955515;436235
903;PAGINA WEB FIOTTI;XA0237:00005:;FVP-00002067;27/10/2020;1;1141043;301782
105;PUNTO DE VENTA PLAZA CENTRAL;XA0682:00029:;FVP-00002068;14/01/2019;1;2482213;2482213
903;PAGINA WEB FIOTTI;XA0555:00014:;FVP-00002068;27/10/2020;1;1405070;371698
105;PUNTO DE VENTA PLAZA CENTRAL;XA0540:00026:;FVP-00002069;15/01/2019;1;1013565;1013565
903;PAGINA WEB FIOTTI;XA0413:00026:;FVP-00002069;27/10/2020;1;573734;261446
105;PUNTO DE VENTA PLAZA CENTRAL;XA0701:00009:;FVP-00002070;15/01/2019;1;1129402;1129402
903;PAGINA WEB FIOTTI;XZ0847:00005:;FVP-00002070;27/10/2020;2;298295;91308
105;PUNTO DE VENTA PLAZA CENTRAL;XA0428:00050:;FVP-00002071;15/01/2019;1;78594;78594
903;PAGINA WEB FIOTTI;XA0679-1:00109:;FVP-00002071;28/10/2020;1;955515;436235
105;PUNTO DE VENTA PLAZA CENTRAL;XZ0446:00006:;FVP-00002072;15/01/2019;1;436153;436153
903;PAGINA WEB FIOTTI;XA0161:00005:;FVP-00002072;28/10/2020;2;221850;100706
903;PAGINA WEB FIOTTI;XA0237:00005:;FVP-00002073;28/10/2020;1;1007043;302113
903;PAGINA WEB FIOTTI;XY0141:00005:;FVP-00002074;28/10/2020;1;502722;133042
903;PAGINA WEB FIOTTI;XZ0850:00001:;FVP-00002074;28/10/2020;4;676273;177210
105;PUNTO DE VENTA PLAZA CENTRAL;D00512:00202:00202;FVP-00002075;15/01/2019;1;1221517;1221517
903;PAGINA WEB FIOTTI;XC0026:00141:;FVP-00002075;28/10/2020;1;286790;174722
903;PAGINA WEB FIOTTI;XC0084:00005:;FVP-00002076;28/10/2020;1;617250;281614
105;PUNTO DE VENTA PLAZA CENTRAL;D00935:00016:00016;FVP-00002077;15/01/2019;1;524357;268901
903;PAGINA WEB FIOTTI;XA0162:00009:;FVP-00002077;28/10/2020;1;221850;100706
903;PAGINA WEB FIOTTI;XA0162:00009:;FVP-00002077;28/10/2020;4;443700;201412
105;PUNTO DE VENTA PLAZA CENTRAL;XZ0145:00022:;FVP-00002078;16/01/2019;1;190662;123930
903;PAGINA WEB FIOTTI;XA0237:00005:;FVP-00002078;28/10/2020;1;1141043;301782
105;PUNTO DE VENTA PLAZA CENTRAL;XA0188:00009:;FVP-00002079;16/01/2019;1;911148;436258
903;PAGINA WEB FIOTTI;XC0055:00036:;FVP-00002079;28/10/2020;1;220841;100773
105;PUNTO DE VENTA PLAZA CENTRAL;XZ0483:00005:;FVP-00002080;16/01/2019;1;1222857;489142
903;PAGINA WEB FIOTTI;XZ0529:00007:;FVP-00002080;28/10/2020;1;200000;99420
105;PUNTO DE VENTA PLAZA CENTRAL;XZ0247:00005:;FVP-00002081;16/01/2019;2;328124;328124
903;PAGINA WEB FIOTTI;D00051:00103:00103;FVP-00002081;29/10/2020;1;1423495;649345
105;PUNTO DE VENTA PLAZA CENTRAL;XA0347:00009:;FVP-00002082;16/01/2019;1;2068509;2068509
903;PAGINA WEB FIOTTI;D01167:00072:00072;FVP-00002082;29/10/2020;1;1525484;696403
903;PAGINA WEB FIOTTI;XC0101:00046:;FVP-00002082;29/10/2020;1;1116719;509513
105;PUNTO DE VENTA PLAZA CENTRAL;XA0583:00005:;FVP-00002083;16/01/2019;1;235802;117901
903;PAGINA WEB FIOTTI;D00914:00062:00062;FVP-00002083;29/10/2020;1;1456086;664806
105;PUNTO DE VENTA PLAZA CENTRAL;D00522:00113:00113;FVP-00002084;16/01/2019;1;1222366;611183
903;PAGINA WEB FIOTTI;D00039:00118:00118;FVP-00002084;29/10/2020;1;1838877;839597
105;PUNTO DE VENTA PLAZA CENTRAL;XA0347:00009:;FVP-00002085;17/01/2019;1;2068509;1034254
903;PAGINA WEB FIOTTI;XZ0850:00001:;FVP-00002085;29/10/2020;6;894655;265802
105;PUNTO DE VENTA PLAZA CENTRAL;XA0081:00005:;FVP-00002086;17/01/2019;1;1368448;1368448
903;PAGINA WEB FIOTTI;XA0695:00012:;FVP-00002086;29/10/2020;1;1029129;469849
105;PUNTO DE VENTA PLAZA CENTRAL;XY0254:00005:;FVP-00002087;17/01/2019;1;268908;268908
105;PUNTO DE VENTA PLAZA CENTRAL;XA0346:00009:;FVP-00002088;17/01/2019;1;1735478;867738
105;PUNTO DE VENTA PLAZA CENTRAL;XA0640:00046:;FVP-00002089;17/01/2019;1;1033225;516612
903;PAGINA WEB FIOTTI;XA0237:00005:;FVP-00002089;30/10/2020;1;1141043;301782
105;PUNTO DE VENTA PLAZA CENTRAL;XA0666:00189:;FVP-00002090;18/01/2019;1;175814;114279
903;PAGINA WEB FIOTTI;XA0812:00005:;FVP-00002091;30/10/2020;1;728416;368336
903;PAGINA WEB FIOTTI;XC0119:00011:;FVP-00002092;30/10/2020;1;1340886;611698
903;PAGINA WEB FIOTTI;D00072:00072:00072;FVP-00002093;30/10/2020;1;1578342;961278
903;PAGINA WEB FIOTTI;XA0535:00065:;FVP-00002093;30/10/2020;1;329822;200942
903;PAGINA WEB FIOTTI;XA0814:00009:;FVP-00002094;3/11/2020;1;728416;368336
903;PAGINA WEB FIOTTI;XA0237:00005:;FVP-00002095;3/11/2020;1;1141043;301782
903;PAGINA WEB FIOTTI;BR0033:00198:;FVP-00002096;3/11/2020;1;212288;129008
105;PUNTO DE VENTA PLAZA CENTRAL;XA0645:00009:;FVP-00002097;20/01/2019;1;929799;464899
903;PAGINA WEB FIOTTI;D00904:00396:00396;FVP-00002097;3/11/2020;1;678487;309177
105;PUNTO DE VENTA PLAZA CENTRAL;XA0194:00009:;FVP-00002098;21/01/2019;1;2471881;1235940
903;PAGINA WEB FIOTTI;XA0665:00065:;FVP-00002098;3/11/2020;1;1131454;516235
105;PUNTO DE VENTA PLAZA CENTRAL;XA0346:00009:;FVP-00002099;21/01/2019;1;1735478;867738
105;PUNTO DE VENTA PLAZA CENTRAL;XA0667:00189:;FVP-00002100;21/01/2019;1;464382;232191
903;PAGINA WEB FIOTTI;D00133:00033:;FVP-00002100;3/11/2020;1;620274;282958
903;PAGINA WEB FIOTTI;XC0083:00046:;FVP-00002101;4/11/2020;1;758834;346151
903;PAGINA WEB FIOTTI;BR0025:00001:;FVP-00002102;4/11/2020;1;246729;149849
105;PUNTO DE VENTA PLAZA CENTRAL;D00902:00109:00109;FVP-00002103;23/01/2019;1;909010;454505
903;PAGINA WEB FIOTTI;XA0673:00001:;FVP-00002103;4/11/2020;1;808288;369008
903;PAGINA WEB FIOTTI;BR0004:00193:;FVP-00002104;5/11/2020;1;630144;287664
903;PAGINA WEB FIOTTI;XA0789:00029:;FVP-00002104;5/11/2020;4;555934;338554
903;PAGINA WEB FIOTTI;XC0061:00051:;FVP-00002104;5/11/2020;1;551614;251362
903;PAGINA WEB FIOTTI;XC0101:00046:;FVP-00002104;5/11/2020;1;1115314;516908
105;PUNTO DE VENTA PLAZA CENTRAL;XA0416:00040:;FVP-00002105;24/01/2019;1;826363;413182
105;PUNTO DE VENTA PLAZA CENTRAL;XZ0590:00005:;FVP-00002105;24/01/2019;1;382828;114848
903;PAGINA WEB FIOTTI;XC0119:00011:;FVP-00002105;6/11/2020;1;1306015;795227
105;PUNTO DE VENTA PLAZA CENTRAL;XA0684:00005:;FVP-00002106;25/01/2019;1;2675620;1337810
903;PAGINA WEB FIOTTI;BR0020:00001:;FVP-00002106;6/11/2020;1;110439;67159
903;PAGINA WEB FIOTTI;XA0673:00001:;FVP-00002107;12/11/2020;1;808288;369008
105;PUNTO DE VENTA PLAZA CENTRAL;XA0677:00117:;FVP-00002108;26/01/2019;1;806713;403356
903;PAGINA WEB FIOTTI;BR0030:00200:;FVP-00002108;12/11/2020;1;172086;104806
903;PAGINA WEB FIOTTI;XA0695:00012:;FVP-00002108;12/11/2020;1;1029129;469849
903;PAGINA WEB FIOTTI;XA0791:00005:;FVP-00002108;12/11/2020;1;138983;84638
903;PAGINA WEB FIOTTI;D00905:00125:00117;FVP-00002109;12/11/2020;1;753366;419429
903;PAGINA WEB FIOTTI;D00545:00062:00062;FVP-00002110;13/11/2020;1;1344403;672202
903;PAGINA WEB FIOTTI;D00904:00396:00396;FVP-00002111;13/11/2020;1;619522;309144
903;PAGINA WEB FIOTTI;D00133:00033:;FVP-00002112;13/11/2020;1;620274;282958
903;PAGINA WEB FIOTTI;XA0671:00005:;FVP-00002114;13/11/2020;1;808288;369008
105;PUNTO DE VENTA PLAZA CENTRAL;XA0414:00026:;FVP-00002115;27/01/2019;1;381642;190821
903;PAGINA WEB FIOTTI;XA0810:00042:;FVP-00002115;15/11/2020;1;1020315;516235
105;PUNTO DE VENTA PLAZA CENTRAL;XA0192:00001:;FVP-00002116;28/01/2019;1;805378;302516
903;PAGINA WEB FIOTTI;XA0812:00005:;FVP-00002116;15/11/2020;1;715643;435563
105;PUNTO DE VENTA PLAZA CENTRAL;XA0409:00182:;FVP-00002117;28/01/2019;6;1421075;639484
105;PUNTO DE VENTA PLAZA CENTRAL;XZ0900:00035:;FVP-00002117;28/01/2019;1;562958;112592
105;PUNTO DE VENTA PLAZA CENTRAL;XA0682:00029:;FVP-00002118;28/01/2019;1;2482213;1241106
903;PAGINA WEB FIOTTI;XA0679-1:00109:;FVP-00002118;15/11/2020;1;930735;566655
105;PUNTO DE VENTA PLAZA CENTRAL;XZ0613:00003:;FVP-00002119;29/01/2019;1;300793;75198
903;PAGINA WEB FIOTTI;XC0080:00029:;FVP-00002119;15/11/2020;1;588908;268840
903;PAGINA WEB FIOTTI;XA0237:00005:;FVP-00002120;17/11/2020;1;1074112;654050
105;PUNTO DE VENTA PLAZA CENTRAL;XA0682:00029:;FVP-00002121;30/01/2019;1;2482213;1241106
903;PAGINA WEB FIOTTI;XZ0657:00001:;FVP-00002121;17/11/2020;1;543457;94050
903;PAGINA WEB FIOTTI;BR0033:00198:;FVP-00002122;17/11/2020;1;212288;129008
105;PUNTO DE VENTA PLAZA CENTRAL;XA0578:00187:;FVP-00002123;31/01/2019;1;722948;361474
903;PAGINA WEB FIOTTI;D00543:00072:00072;FVP-00002123;17/11/2020;1;1415602;645983
903;PAGINA WEB FIOTTI;D00935:00048:00048;FVP-00002124;18/11/2020;1;661062;301782
105;PUNTO DE VENTA PLAZA CENTRAL;XA0346:00009:;FVP-00002125;31/01/2019;1;1735478;867738
903;PAGINA WEB FIOTTI;XC0021:00029:;FVP-00002125;18/11/2020;1;2853560;1739092
105;PUNTO DE VENTA PLAZA CENTRAL;XZ0502:00005:;FVP-00002126;31/01/2019;1;4795518;2397758
903;PAGINA WEB FIOTTI;XC0023:00061:;FVP-00002126;21/11/2020;1;242669;147832
105;PUNTO DE VENTA PLAZA CENTRAL;XZ0590:00005:;FVP-00002127;31/01/2019;1;382828;114848
903;PAGINA WEB FIOTTI;XA0695:00012:;FVP-00002127;22/11/2020;1;1029129;469849
105;PUNTO DE VENTA PLAZA CENTRAL;XA0577:00092:;FVP-00002128;1/02/2019;1;722948;361474
903;PAGINA WEB FIOTTI;XC0036:00029:;FVP-00002128;22/11/2020;1;1146466;694386
105;PUNTO DE VENTA PLAZA CENTRAL;XY0374:00002:;FVP-00002130;3/02/2019;1;375971;75194
903;PAGINA WEB FIOTTI;XA0810:00042:;FVP-00002130;22/11/2020;1;1020315;516235
903;PAGINA WEB FIOTTI;XC0027:00141:;FVP-00002131;22/11/2020;1;220608;134386
105;PUNTO DE VENTA PLAZA CENTRAL;XY0028:00009:;FVP-00002132;4/02/2019;1;1429434;714717
105;PUNTO DE VENTA PLAZA CENTRAL;XZ0590:00005:;FVP-00002133;8/02/2019;1;268874;53775
903;PAGINA WEB FIOTTI;D00538:00117:00117;FVP-00002133;23/11/2020;1;1750541;799261
903;PAGINA WEB FIOTTI;XC0084:00005:;FVP-00002134;23/11/2020;1;611886;309849
903;PAGINA WEB FIOTTI;XC0084:00005:;FVP-00002135;23/11/2020;1;611886;309849
903;PAGINA WEB FIOTTI;XA0237:00005:;FVP-00002136;24/11/2020;1;1141043;301782
903;PAGINA WEB FIOTTI;XC0026:00141:;FVP-00002137;24/11/2020;1;286790;174722
105;PUNTO DE VENTA PLAZA CENTRAL;D01656:00130:00129;FVP-00002138;12/02/2019;1;1345483;874564
105;PUNTO DE VENTA PLAZA CENTRAL;XA0169:00035:;FVP-00002138;12/02/2019;1;330879;132352
105;PUNTO DE VENTA PLAZA CENTRAL;XA0288:00001:;FVP-00002138;12/02/2019;1;1368449;889492
903;PAGINA WEB FIOTTI;XZ0657:00001:;FVP-00002138;24/11/2020;1;543457;94050
105;PUNTO DE VENTA PLAZA CENTRAL;XZ0942:00136:;FVP-00002139;12/02/2019;1;270467;162280
903;PAGINA WEB FIOTTI;XY0141:00005:;FVP-00002139;24/11/2020;1;502722;133042
903;PAGINA WEB FIOTTI;XZ0504:00005:;FVP-00002139;24/11/2020;4;681672;179899
105;PUNTO DE VENTA PLAZA CENTRAL;XA0684:00005:;FVP-00002140;12/02/2019;1;2675620;1739153
903;PAGINA WEB FIOTTI;XZ0657:00001:;FVP-00002140;24/11/2020;1;543457;94050
105;PUNTO DE VENTA PLAZA CENTRAL;XA0682:00029:;FVP-00002141;12/02/2019;1;2482213;1241106
105;PUNTO DE VENTA PLAZA CENTRAL;XA0683:00029:;FVP-00002141;12/02/2019;1;1949570;974785
105;PUNTO DE VENTA PLAZA CENTRAL;XA0647:00185:;FVP-00002142;13/02/2019;1;515062;334790
105;PUNTO DE VENTA PLAZA CENTRAL;XA0689:00029:;FVP-00002142;13/02/2019;1;1492427;970078
903;PAGINA WEB FIOTTI;XZ0657:00001:;FVP-00002142;25/11/2020;1;543457;94050
105;PUNTO DE VENTA PLAZA CENTRAL;XZ0972:00024:;FVP-00002143;13/02/2019;1;504168;100834
903;PAGINA WEB FIOTTI;XA0695:00012:;FVP-00002143;25/11/2020;1;1029129;469849
903;PAGINA WEB FIOTTI;XZ0529:00007:;FVP-00002144;26/11/2020;1;226645;59765
903;PAGINA WEB FIOTTI;D00904:00125:00125;FVP-00002145;26/11/2020;1;660732;402622
903;PAGINA WEB FIOTTI;XA0555:00014:;FVP-00002146;26/11/2020;1;1405070;371698
105;PUNTO DE VENTA PLAZA CENTRAL;XA0402:00026:;FVP-00002147;14/02/2019;1;284411;184867
903;PAGINA WEB FIOTTI;XA0237:00005:;FVP-00002147;26/11/2020;1;1141043;301782
105;PUNTO DE VENTA PLAZA CENTRAL;XZ0590:00005:;FVP-00002148;14/02/2019;1;268874;53775
903;PAGINA WEB FIOTTI;XA0237:00005:;FVP-00002148;26/11/2020;1;1141043;301782
105;PUNTO DE VENTA PLAZA CENTRAL;XA0416:00040:;FVP-00002149;14/02/2019;1;826363;495818
903;PAGINA WEB FIOTTI;XZ0529:00007:;FVP-00002149;26/11/2020;1;226645;59765
