Item;Desc. item;Desc. ext. 1 detalle;Desc. ext. 2 detalle;Desc. tipo inventario;ORIGEN;DEPARTAMENTO;SUBCATEGORIA;ESTILO;VIGENCIA;001-DESCRIPCION UNIFICADA;001-ALTO EXHIBIDO;001-ANCHO EXHIBIDO;001-FONDO EXHIBIDO;001-MATERIAL PPAL;001-ACABADO;REF_Combinada;COLOR DEF;Puestos
15040;SOFA VERMONT 3P DESCONTINUADO;F-131 AGO;F-131 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA VERMONT;88;180;90;Microfibra;Textiles suaves;D00903:00061:00061;CAFE;3 Puestos
15040;SOFA VERMONT 3P DESCONTINUADO;F-134 AGO;F-134 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA VERMONT;88;180;90;Microfibra;Textiles suaves;D00903:00065:00065;GRIS;3 Puestos
16898;POLTRONA VACIA;U-094 AGO;U-094 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00007:00007;VARIOS;1 Puesto
16898;POLTRONA VACIA;F-264 AGO;F-264 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00009:00009;VARIOS;1 Puesto
16898;POLTRONA VACIA;F-268 T/P;F-268 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00013:00013;CAFE;1 Puesto
16898;POLTRONA VACIA;F-132 AGO;F-132 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00062:00062;MORADO;1 Puesto
16898;POLTRONA VACIA;F-133 AGO;F-133 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00063:00063;AZUL;1 Puesto
16898;POLTRONA VACIA;F-135 AGO;F-135 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00066:00066;CREMA;1 Puesto
16898;POLTRONA VACIA;F-136 AGO;F-136 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00067:00067;CAFE;1 Puesto
16898;POLTRONA VACIA;F-137 AGO;F-137 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00068:00068;GRIS;1 Puesto
16898;POLTRONA VACIA;F-138 AGO;F-138 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00069:00069;AMARILLO;1 Puesto
16898;POLTRONA VACIA;F-139 T/P;F-139 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00070:00070;CAFE;1 Puesto
16898;POLTRONA VACIA;F-140 T/P;F-140 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00071:00071;CAFE;1 Puesto
16898;POLTRONA VACIA;F-141 AGO;F-141 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00072:00072;GRIS;1 Puesto
16898;POLTRONA VACIA;F-145 AGO;F-145 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00076:00076;CAFE;1 Puesto
16898;POLTRONA VACIA;F-158 T/P;F-158 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00125:00125;NARANJA;1 Puesto
16898;POLTRONA VACIA;F-160 AGO;F-160 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00133:00133;VERDE;1 Puesto
16898;POLTRONA VACIA;F-304 T/P;F-304 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00188:00188;AZUL;1 Puesto
16898;POLTRONA VACIA;F-305 AGO;F-305 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00194:00194;GRIS;1 Puesto
16898;POLTRONA VACIA;F-224 T/P;F-224 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00365:00365;CAFE;1 Puesto
16898;POLTRONA VACIA;F-230 T/P;F-230 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00366:00366;GRIS;1 Puesto
16898;POLTRONA VACIA;F-222 T/P;F-222 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00367:00367;GRIS;1 Puesto
16898;POLTRONA VACIA;F-226 AGO;F-226 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00378:00378;GRIS;1 Puesto
16898;POLTRONA VACIA;F-228 T/P;F-228 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00380:00380;GRIS;1 Puesto
16898;POLTRONA VACIA;F-216 T/P;F-216 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00382:00382;ROJO;1 Puesto
16898;POLTRONA VACIA;F-223 T/P;F-223 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00383:00383;GRIS;1 Puesto
16898;POLTRONA VACIA;T C/S AGO;T C/S AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00396:00396;SURTIDOS;1 Puesto
16898;POLTRONA VACIA;F-250 T/L;F-250 T/L;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;POLT - POLTRONAS;CON - CONTEMPORÁNEO;001 - LINEA;POLTRONA VACIA NACIONAL;79;72;72;Microfibra;Madera natural;D00904:00406:00406;GRIS;1 Puesto
18025;SOFA CAMA ALGERMON 3P;F-130 AGO;F-132 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SFCA - SOFA CAMA ABATIBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA CAMA ALGERMON;90;183;92;Microfibra;Textiles suaves;D00905:00058:00062;CAFE;3 Puestos
18025;SOFA CAMA ALGERMON 3P;F-158 T/P;F-154 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SFCA - SOFA CAMA ABATIBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA CAMA ALGERMON;90;183;92;Microfibra;Textiles suaves;D00905:00125:00117;NARANJA;3 Puestos
15016;SOFA TOTTI 2P;F-130 AGO;F-130 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CLA - CLÁSICO;002 - DESCONTINUADO;SOFA TOTTI;78;160;82;Microfibra;Textiles suaves;D00914:00058:00058;CAFE;2 Puestos
15016;SOFA TOTTI 2P;F-131 AGO;F-131 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CLA - CLÁSICO;002 - DESCONTINUADO;SOFA TOTTI;78;160;82;Microfibra;Textiles suaves;D00914:00061:00061;CAFE;2 Puestos
15016;SOFA TOTTI 2P;F-132 AGO;F-132 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CLA - CLÁSICO;002 - DESCONTINUADO;SOFA TOTTI;78;160;82;Microfibra;Textiles suaves;D00914:00062:00062;MORADO;2 Puestos
15016;SOFA TOTTI 2P;F-303 AGO;F-303 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CLA - CLÁSICO;002 - DESCONTINUADO;SOFA TOTTI;78;160;82;Microfibra;Textiles suaves;D00914:00187:00187;CAFE;2 Puestos
15017;SOFA TOTTI 3P;F-130 AGO;F-130 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CLA - CLÁSICO;002 - DESCONTINUADO;SOFA TOTTI;82;187;80;Microfibra;Textiles suaves;D00915:00058:00058;CAFE;3 Puestos
15017;SOFA TOTTI 3P;F-131 AGO;F-131 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CLA - CLÁSICO;002 - DESCONTINUADO;SOFA TOTTI;82;187;80;Microfibra;Textiles suaves;D00915:00061:00061;CAFE;3 Puestos
15017;SOFA TOTTI 3P;F-132 AGO;F-132 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CLA - CLÁSICO;002 - DESCONTINUADO;SOFA TOTTI;82;187;80;Microfibra;Textiles suaves;D00915:00062:00062;MORADO;3 Puestos
15017;SOFA TOTTI 3P;F-303 AGO;F-303 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CLA - CLÁSICO;002 - DESCONTINUADO;SOFA TOTTI;82;187;80;Microfibra;Textiles suaves;D00915:00187:00187;CAFE;3 Puestos
15305;SOFA JENNA 2P DESCONTINUADO;F-268 T/P;F-268 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;MOD - MODERNO;002 - DESCONTINUADO;SOFA JENNA;76;153;62;Sintético;Superficies mates;D00918:00013:00013;GRIS;2 Puestos
15306;SOFA JENNA 3P DESCONTINUADO;F-144 T/P;F-144 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;MOD - MODERNO;002 - DESCONTINUADO;SOFA JENNA;81;163;87;Sintético;Superficies mates;D00919:00075:00075;CAFE;3 Puestos
15307;SOFA JINELLE 2P DESCONTINUADO;F-085 T/P;F-084 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;MOD - MODERNO;002 - DESCONTINUADO;SOFA JINELLE;76;153;62;Sintético;Superficies mates;D00920:00130:00129;NEGRO;2 Puestos
15308;SOFA JINELLE 3P DESCONTINUADO;F-083 T/L;F-263 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;MOD - MODERNO;002 - DESCONTINUADO;SOFA JINELLE;81;163;87;Sintético;Superficies mates;D00921:00128:00008;BEIGE;3 Puestos
15308;SOFA JINELLE 3P DESCONTINUADO;F-085 T/P;F-084 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;MOD - MODERNO;002 - DESCONTINUADO;SOFA JINELLE;81;163;87;Sintético;Superficies mates;D00921:00130:00129;NEGRO;3 Puestos
15309;SOFA JOANNIE 2P DESCONTINUADO;F-142 AGO;F-144 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;MOD - MODERNO;002 - DESCONTINUADO;SOFA JOANNIE;76;153;62;Sintético;Superficies mates;D00922:00073:00075;BEIGE;2 Puestos
15310;SOFA JOANNIE 3P DESCONTINUADO;F-142 AGO;F-144 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA JOANNIE;81;163;87;Sintético;Superficies mates;D00923:00073:00075;BEIGE;3 Puestos
16323;SOFA CAMA SITTON;F-005 AGO;F-005 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SFCA - SOFA CAMA ABATIBLE;MOD - MODERNO;002 - DESCONTINUADO;SOFA CAMA SITTON;82;184;91;Microfibra;Textiles suaves;D00935:00016:00016;NARANJA;3 Puestos
16323;SOFA CAMA SITTON;F-006 T/L;F-006 T/L;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SFCA - SOFA CAMA ABATIBLE;MOD - MODERNO;001 - LINEA;SOFA CAMA SITTON;82;184;91;Microfibra;Textiles suaves;D00935:00048:00048;AZUL;3 Puestos
16323;SOFA CAMA SITTON;F-002 T/L;F-002 T/L;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SFCA - SOFA CAMA ABATIBLE;MOD - MODERNO;001 - LINEA;SOFA CAMA SITTON;82;184;91;Microfibra;Textiles suaves;D00935:00051:00051;CAMEL;3 Puestos
16323;SOFA CAMA SITTON;S-NEG T/L;S-NEG T/L;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SFCA - SOFA CAMA ABATIBLE;MOD - MODERNO;001 - LINEA;SOFA CAMA SITTON;82;184;91;Microfibra;Textiles suaves;D00935:00079:00079;NEGRO;3 Puestos
16323;SOFA CAMA SITTON;F-160 AGO;F-160 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SFCA - SOFA CAMA ABATIBLE;MOD - MODERNO;002 - DESCONTINUADO;SOFA CAMA SITTON;82;184;91;Microfibra;Textiles suaves;D00935:00133:00133;VERDE;3 Puestos
16323;SOFA CAMA SITTON;F-161 AGO;F-161 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SFCA - SOFA CAMA ABATIBLE;MOD - MODERNO;002 - DESCONTINUADO;SOFA CAMA SITTON;82;184;91;Microfibra;Textiles suaves;D00935:00134:00134;ROJO;3 Puestos
16417;SOFA CAMA LAMAR NACIONAL DESCONTINUADO;F-132 AGO;F-134 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SFCA - SOFA CAMA ABATIBLE;MOD - MODERNO;002 - DESCONTINUADO;SOFA CAMA LAMAR;80;185;95;Microfibra;Textiles suaves;D00953:00062:00065;MORADO;3 Puestos
16417;SOFA CAMA LAMAR NACIONAL DESCONTINUADO;F-134 AGO;F-132 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SFCA - SOFA CAMA ABATIBLE;MOD - MODERNO;002 - DESCONTINUADO;SOFA CAMA LAMAR;80;185;95;Microfibra;Textiles suaves;D00953:00065:00062;GRIS;3 Puestos
16417;SOFA CAMA LAMAR NACIONAL DESCONTINUADO;F-134 AGO;F-133 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SFCA - SOFA CAMA ABATIBLE;MOD - MODERNO;002 - DESCONTINUADO;SOFA CAMA LAMAR;80;185;95;Microfibra;Textiles suaves;D00953:00065:00063;GRIS;3 Puestos
15033;SOFA SHAY 2P;F-133 AGO;F-133 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA SHAY;87;152;82;Microfibra;Textiles suaves;D00963:00063:00063;AZUL;2 Puestos
15033;SOFA SHAY 2P;F-151 AGO;F-151 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA SHAY;87;152;82;Microfibra;Textiles suaves;D00963:00106:00106;VERDE;2 Puestos
15033;SOFA SHAY 2P;F-152 T/P;F-152 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CON - CONTEMPORÁNEO;001 - LINEA;SOFA SHAY;87;152;82;Microfibra;Textiles suaves;D00963:00115:00115;CAFE;2 Puestos
15034;SOFA SHAY 3P;F-133 AGO;F-133 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA SHAY;87;192;82;Microfibra;Textiles suaves;D00964:00063:00063;AZUL;3 Puestos
15034;SOFA SHAY 3P;F-151 AGO;F-151 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA SHAY;87;192;82;Microfibra;Textiles suaves;D00964:00106:00106;VERDE;3 Puestos
15034;SOFA SHAY 3P;F-152 T/P;F-152 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;001 - LINEA;SOFA SHAY;87;192;82;Microfibra;Textiles suaves;D00964:00115:00115;CAFE;3 Puestos
15067;PUFF SOFIA;F-156 AGO;F-156 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;PUFF - PUFF;C+M - CLÁSICO + MODERNO;002 - DESCONTINUADO;PUFF SOFIA;47;62;49;Microfibra;Textiles suaves;D00976:00120:00120;CAFE;1 Puesto
15067;PUFF SOFIA;F-158 T/P;F-158 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;PUFF - PUFF;C+M - CLÁSICO + MODERNO;001 - LINEA;PUFF SOFIA;47;62;49;Microfibra;Textiles suaves;D00976:00125:00125;NARANJA;1 Puesto
15048;SOFA KANU 2P;F-141 AGO;F-141 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA KANU;88;144;92;Microfibra;Textiles suaves;D00981:00072:00072;GRIS;2 Puestos
15048;SOFA KANU 2P;F-157 AGO;F-157 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA KANU;88;144;92;Microfibra;Textiles suaves;D00981:00124:00124;GRIS;2 Puestos
15048;SOFA KANU 2P;F-159 T/P;F-159 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CON - CONTEMPORÁNEO;001 - LINEA;SOFA KANU;88;144;92;Microfibra;Textiles suaves;D00981:00132:00132;AMARILLO;2 Puestos
15049;SOFA KANU 3P;F-141 AGO;F-141 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA KANU;88;192;92;Microfibra;Textiles suaves;D00982:00072:00072;GRIS;3 Puestos
15049;SOFA KANU 3P;F-157 AGO;F-157 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA KANU;88;192;92;Microfibra;Textiles suaves;D00982:00124:00124;GRIS;3 Puestos
15049;SOFA KANU 3P;F-159 T/P;F-159 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;001 - LINEA;SOFA KANU;88;192;92;Microfibra;Textiles suaves;D00982:00132:00132;AMARILLO;3 Puestos
16197;SOFA LANCER 3P;F-131 AGO;F-131 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA LANCER;85;171;85;Microfibra;Textiles suaves;D00985:00061:00061;CAFE;3 Puestos
16197;SOFA LANCER 3P;F-134 AGO;F-134 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA LANCER;85;171;85;Microfibra;Textiles suaves;D00985:00065:00065;GRIS;3 Puestos
16197;SOFA LANCER 3P;F-138 AGO;F-138 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA LANCER;85;171;85;Microfibra;Textiles suaves;D00985:00069:00069;AMARILLO;3 Puestos
16197;SOFA LANCER 3P;F-141 AGO;F-141 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA LANCER;85;171;85;Microfibra;Textiles suaves;D00985:00072:00072;GRIS;3 Puestos
16197;SOFA LANCER 3P;F-146 AGO;F-146 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA LANCER;85;171;85;Microfibra;Textiles suaves;D00985:00081:00081;BEIGE;3 Puestos
16896;SOFA LANCER 2P;F-131 AGO;F-131 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA LANCER;85;139;85;Microfibra;Textiles suaves;D00986:00061:00061;CAFE;2 Puestos
16896;SOFA LANCER 2P;F-134 AGO;F-134 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA LANCER;85;139;85;Microfibra;Textiles suaves;D00986:00065:00065;GRIS;2 Puestos
16896;SOFA LANCER 2P;F-138 AGO;F-138 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA LANCER;85;139;85;Microfibra;Textiles suaves;D00986:00069:00069;AMARILLO;2 Puestos
16896;SOFA LANCER 2P;F-141 AGO;F-141 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA LANCER;85;139;85;Microfibra;Textiles suaves;D00986:00072:00072;GRIS;2 Puestos
